name	base_ingredient_1_name	base_ingredient_1_qty	base_ingredient_2_name	base_ingredient_2_qty	base_ingredient_3_name	base_ingredient_3_qty	base_ingredient_4_name	base_ingredient_4_qty	base_ingredient_5_name	base_ingredient_5_qty	base_ingredient_6_name	base_ingredient_6_qty	base_ingredient_7_name	base_ingredient_7_qty	base_ingredient_8_name	base_ingredient_8_qty	base_ingredient_9_name	base_ingredient_9_qty	base_ingredient_10_name	base_ingredient_10_qty	base_ingredient_11_name	base_ingredient_11_qty	base_ingredient_12_name	base_ingredient_12_qty	base_ingredient_13_name	base_ingredient_13_qty	base_ingredient_14_name	base_ingredient_14_qty	base_ingredient_15_name	base_ingredient_15_qty	base_ingredient_16_name	base_ingredient_16_qty	base_ingredient_17_name	base_ingredient_17_qty	base_ingredient_18_name	base_ingredient_18_qty	base_ingredient_19_name	base_ingredient_19_qty	base_ingredient_20_name	base_ingredient_20_qty	base_ingredient_21_name	base_ingredient_21_qty	base_ingredient_22_name	base_ingredient_22_qty	base_ingredient_23_name	base_ingredient_23_qty	base_ingredient_24_name	base_ingredient_24_qty	base_ingredient_25_name	base_ingredient_25_qty	base_ingredient_26_name	base_ingredient_26_qty	base_ingredient_27_name	base_ingredient_27_qty
Amrine Temple Great Axe	Refined Wood	3	Leathers	2	Coagulated Blood	10	Tier 3 Metals	13	Vial Of Ectoplasmic Mutagen	1																																												
Syndicate Chronicler Helm of the Brigand	Syndicate Chronicler Helm of the Barbarian	1	Syndicate Brigand Seal	1	Azoth	50																																																
Iron Battle Medal	Iron Battle Medal	1																																																				
Pristine Pearl Amulet of the Sentry	Pristine Pearl	1	Timeless Amulet Shard	1	Iron Guardsman's Insignia	10	Trinket Chains	1	Precious Metals	1	Trinket Gem Settings	1																																										
Covenant Templar Headwear of the Barbarian	Covenant Templar Headwear of the Priest	1	Azoth	50	Covenant Barbarian Seal	1																																																
Syndicate Cabalist Helm of the Brigand	Syndicate Brigand Seal	1	Azoth	50	Syndicate Cabalist Helm of the Barbarian	1																																																
Corrupted Remnant	Rawhide	128	Refining Materials Tier 3	160	Common Material Converter	8	Flux	18	Wood	56	Iron Ore	168	Aged Wood	12	Sandpaper	3	Green Wood	24	Silver Ore	32	Gold Ore	20	Voidmetal	4																														
Powerful Mana Potion	Spirit Reagents	1	Air Reagents	1	Magical Reagents	1	Hyssop	8	Water	1																																												
Minor Fishing Gathering Trophy	Water Mote	25	Refining Materials Tier 3	200	Common Material Converter	10	Oil	4	Flux	20	Wood	80	Iron Ore	240	Aged Wood	100	Sandpaper	25	Green Wood	200																																		
Runestone	Lodestone	256	Sandpaper	125	Stone	1280	Refining Materials Tier 5	20	Masterwork Material Converter	1																																												
Infused Fur Coat	Metals	1	Leathers	8	Tier 5 Furs	26																																																
Shadewalker Handwraps of the Sage	Metals	1	Leathers	2	Softwood Prayer Beads	10	Timeless Gloves Shard	1	Tier 5 Cloth	6																																												
Infused Silk Hood	Metals	1	Leathers	6	Tier 5 Cloth	11																																																
Shipyard Lookout Pants	Cloth	6	Tier 4 Leather	10	Jade Collar	10	Metals	2																																														
Shadewalker Robe	Metals	1	Tier 5 Cloth	26	Leathers	8																																																
Cut Flawed Diamond	Flawed Diamond	1	Life Mote	2																																																		
Roasted Wolf Loin	String Bean	1	Tender Wolf Loin	1	Carrot	1	Broccoli	1	Mushroom	1	Thyme	1																																										
Pattern: Festive Sled	Pattern: Festive Sled	1																																																				
Potent Solvent	Refining Materials Tier 4	20	Advanced Material Converter	1																																																		
Quartermaster's Notes	Quartermaster's Notes	1																																																				
Imbued Pristine Opal Earring of the Sage	Soul Mote	440	Solvent	54	Flawed Opal	60	Precious Metals	1	Trinket Hooks	1	Softwood Prayer Beads	10	Trinket Gem Settings	1	Timeless Earring Shard	1																																						
Tier 4 Raw Foods	Tier 4 Raw Foods	1																																																				
Marauder Destroyer Leggings of the Barbarian	Marauder Barbarian Seal	1	Marauder Destroyer Leggings of the Priest	1	Azoth	50																																																
Covenant Excubitor Headwear of the Occultist	Covenant Occultist Seal	1	Azoth	50	Covenant Excubitor Headwear of the Priest	1																																																
Spicy Cabbage Soup	String Bean	1	Water	1	Cabbage	1	Carrot	1	Cauliflower	1	Peppercorn	1	Barley	1																																								
Covenant Adjudicator Coat of the Occultist	Covenant Occultist Seal	1	Covenant Adjudicator Coat of the Brigand	1	Azoth	50																																																
Marauder Gladiator Headwear of the Priest	Marauder Gladiator Headwear of the Priest	1																																																				
Orichalcum Plate Greaves	Leathers	6	Tier 5 Metals	10	Cloth	2																																																
Hope Catalyst	Hope Catalyst	1																																																				
Rifle of Sinister Deeds	Wyrdwood	90	Sandpaper	45	Aged Wood	120	Green Wood	240	Flux	72	Platinum Ore	24	Silver Ore	64	Gold Ore	40	Refining Materials Tier 3	300	Common Material Converter	15	Rawhide	160	Thick Hide	30	Shifthide	2	Wood	240	Starmetal Ore	120	Iron Ore	480	Azurite Chunk	4																				
Large Dryad Vine	Dead Dryad Vine	20	Common Transmutation Catalyst	4	Greater Transmutation Catalyst	1																																																
Purified Protective Wyrd Shirt	Transference Seal	1	Neptunian Buckles	15	Protective Wyrd Work Order	1	Consecrated Thread	12	Ancient Armor Scraps	14																																												
Abyssal Brilliant Amethyst Earring	Soul Mote	80	Solvent	12	Flawed Amethyst	12	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1																																										
Covenant Adjudicator Legguards of the Brigand	Covenant Brigand Seal	1	Azoth	50	Covenant Adjudicator Legguards of the Barbarian	1																																																
Abyssal Pristine Amethyst Amulet of the Sage	Timeless Amulet Shard	1	Trinket Chains	1	Precious Metals	1	Soul Mote	440	Solvent	54	Flawed Amethyst	60	Softwood Prayer Beads	10	Trinket Gem Settings	1																																						
Marauder Ravager Hat of the Barbarian	Marauder Barbarian Seal	1	Marauder Ravager Hat of the Brigand	1	Azoth	50																																																
Impaling Steel Armaments	Rawhide	32	Refining Materials Tier 3	40	Common Material Converter	2	Aged Wood	28	Sandpaper	7	Green Wood	56	Weaponsmithing Work Order	1	Flux	6	Wood	24	Iron Ore	72																																		
Weak Oakflesh Balm	Water Mote	1	Oil	1	Earth Mote	1																																																
Syndicate Plague Doctor Mask of the Occultist	Syndicate Occultist Seal	1	Syndicate Plague Doctor Mask of the Sentry	1	Azoth	50																																																
Citrus Tart	Water	1	Salt	1	Cooked Grain	2	Orange	1	Lemon	1	Egg	1	Sugar	1																																								
Ash End Table	Refining Materials Tier 3	160	Common Material Converter	8	Wood	40	Green Wood	120	Iron Ore	60																																												
Syndicate Plague Doctor Robes of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Plague Doctor Robes of the Sentry	1																																																
Fish Cakes	Nut	1	Fish Oil	2	Onion	1	Fish Filet	1	Parsley	1	Yeast	1	Cooked Grain	2																																								
Orichalcum Heavy Greaves of the Soldier	Iron Battle Medal	10	Leathers	4	Cloth	2	Timeless Legguards Shard	1	Tier 5 Metals	12																																												
Layered Fur Coat	Metals	1	Tier 4 Furs	26	Leathers	8																																																
Black-lacquered Low Bookcase	Refining Materials Tier 5	400	Masterwork Material Converter	20	Oil	8	Flux	105	Wood	420	Starmetal Ore	180	Iron Ore	720	Orichalcum Ore	120	Ironwood	240	Sandpaper	210	Wyrdwood	360	Aged Wood	480	Green Wood	960																												
Deepwatcher Kite Shield	Refined Wood	2	Corrupted Treatise	1	Tier 4 Metals	10	Corrupted Talisman	10	Leathers	1																																												
Sweet Fruit Trifle	Honey	1	Berry	1	Nut	1	Blueberry	1	Melon	1	Cinnamon	1																																										
Major Logging Gathering Trophy	Pure Resin	1	Ironwood	200	Sandpaper	275	Wyrdwood	450	Aged Wood	700	Green Wood	1400	Flux	220	Wood	880	Starmetal Ore	360	Iron Ore	1680	Orichalcum Ore	160	Lumberjack's Token	1	Refining Materials Tier 3	200	Common Material Converter	10	Oil	12	Air Mote	25	Refining Materials Tier 4	200	Advanced Material Converter	10	Refining Materials Tier 5	200	Masterwork Material Converter	10														
Starmetal Logging Axe	Refined Wood	3	Leathers	2	Tier 4 Metals	14																																																
Marauder Destroyer Jacket of the Priest	Marauder Destroyer Jacket of the Priest	1																																																				
Faeforged Musket	Iron Hide	3200	Orichalcum Ore	11800	Flux	700	Wood	2880	Starmetal Ore	1200	Iron Ore	4800	Refining Materials Tier 5	800	Masterwork Material Converter	40	Ironwood	8100	Sandpaper	525	Wyrdwood	900	Aged Wood	1200	Green Wood	2400	Refining Materials Tier 3	3500	Common Material Converter	175	Rawhide	1600	Thick Hide	300	Intricate Firearm Lock	1																		
Crystalline Curse	Eternal Ice	1	Iron Hide	8100	Refining Materials Tier 5	400	Masterwork Material Converter	20	Refining Materials Tier 3	10500	Common Material Converter	525	Rawhide	4800	Thick Hide	900	Wirefiber	500	Ironwood	1000	Lodestone	1280	Sandpaper	625	Stone	6400	Water Mote	1200	Ice Crystal Core	1																								
Syndicate Adept Footwear of the Brigand	Syndicate Brigand Seal	1	Syndicate Adept Footwear of the Priest	1	Azoth	50																																																
Savory Vegetable Medley	String Bean	1	Seasonings	1	Nut	1	Fish Oil	2	Oregano	1	Carrot	1	Cauliflower	1	Broccoli	1																																						
Dead Dryad Vine	Dead Dryad Vine	1																																																				
Covenant Initiate Helm of the Cleric	Covenant Initiate Helm of the Barbarian	1	Azoth	50	Covenant Cleric Seal	1																																																
Depthguard's Hat	Metals	1	Tier 4 Leather	11	Cloth	6	Corrupted Talisman	10																																														
Silk Leggings	Leathers	6	Metals	2	Tier 4 Cloth	10																																																
Clam Chowder	Potato	1	Garlic	1	Milk	1	Onion	1	Clam	1	Cooked Grain	2																																										
Quillbark	Quillbark	1																																																				
Covenant Templar Coat of the Occultist	Covenant Occultist Seal	1	Covenant Templar Coat of the Brigand	1	Azoth	50																																																
Set of Toughened Iron Armor	Fibers	20	Rawhide	20	Armorsmithing Work Order	1	Iron Ore	40																																														
Shadewalker Leggings of the Soldier	Iron Battle Medal	10	Timeless Pants Shard	1	Leathers	4	Metals	2	Tier 5 Cloth	12																																												
Lazarus Watcher Rapier	Metallic Boneweave	1	Refined Wood	2	Spectral Dust	10	Tier 5 Metals	10	Leathers	1																																												
Infused Silk Robe Hat of the Ranger	Rough Leather Beaded Straps	10	Metals	1	Leathers	4	Timeless Cap Shard	1	Tier 5 Cloth	12																																												
Arboreal Flawed Amber Earring	Flawed Amber	1	Earth Mote	2	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1																																												
Maple Large Bookcase	Flux	10	Wood	40	Iron Ore	120	Refining Materials Tier 3	400	Common Material Converter	20	Oil	8	Aged Wood	140	Sandpaper	35	Green Wood	280																																				
Battle's Embrace Boots	Restless Metal Bands	10	Battle's Embrace Work Order	1	Stout Fenton Hides	12	Treated Hobnails	13																																														
Volusus Perfume	Stag Anus Gland	3	Slimy Fungal Drippings	5	Recipe: Volusus Perfume	1	Maggot-Laden Fruit	5																																														
Cut Malachite	Soul Mote	15	Solvent	4	Flawed Malachite	3																																																
Covenant Initiate Pants of the Occultist	Covenant Occultist Seal	1	Azoth	50	Covenant Initiate Pants of the Brigand	1																																																
Work Order: Orichalcum Hinges	Work Order: Orichalcum Hinges	1																																																				
Primeval Diamond Amulet	Trinket Chains	1	Precious Metals	1	Solvent	4	Flawed Diamond	3	Life Mote	15	Trinket Gem Settings	1																																										
Maple Large Table	Flux	15	Wood	60	Iron Ore	180	Aged Wood	120	Sandpaper	30	Green Wood	240	Refining Materials Tier 3	400	Common Material Converter	20	Oil	8																																				
Wyrdwood Planks	Wyrdwood	6	Sandpaper	3	Aged Wood	8	Green Wood	16																																														
Powder Horn	Beeswax	5	Wood	150	Flint	30	Saltpeter	15	Animal Horn	1																																												
Insulated Topaz Earring	Air Mote	15	Flawed Topaz	3	Solvent	4	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1																																										
Imbued Pristine Opal Earring of the Soldier	Soul Mote	440	Solvent	54	Flawed Opal	60	Iron Battle Medal	10	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1	Timeless Earring Shard	1																																						
Steel Pocketwatch	Common Transmutation Catalyst	1	Iron Pocketwatch	5																																																		
